method,dataset,M,nbits,bits_per_vector,train_size,nq,nb,nb_sample,dim,n_centroids,n_exports,train_time_s,encoding_time_s,distance_table_time_s,cdist_time_s,adc_time_s_mean,adc_time_s_std,per_pair_adc_time_ns_mean,per_pair_adc_time_ns_std,rel_error_count,rel_error_mean,rel_error_mean_std_across_exports,rel_error_std,rel_error_min,rel_error_max
PQ,msmarco,2,12,24,1000000,1000,1000000.0,10000,1024,4096,1,143.117958,30.226345,1.501633,25.05466,0.1675901263952255,0.0,16.759012639522552,0.0,10000000,0.3379633383851976,0.0,0.0520824446074949,0.0028033840935677,0.6627894639968872
PQ,msmarco,4,6,24,1000000,1000,1000000.0,10000,1024,64,1,134.432804,18.176384,1.239838,37.923136,0.1450356021523475,0.0,14.503560215234756,0.0,10000000,0.4174773993610789,0.0,0.040033556347501,0.0001176672813016,0.6292115449905396
PQ,msmarco,4,8,32,1000000,1000,1000000.0,10000,1024,256,1,91.589238,15.093232,0.545131,26.347251,0.019258826971054,0.0,1.9258826971054075,0.0,10000000,0.3908440535746508,0.0,0.0438190409961123,0.0002383780083619,0.6083820462226868
PQ,msmarco,8,4,32,1000000,1000,1000000.0,10000,1024,16,1,127.154139,15.138199,0.717941,21.495981,0.2080492973327636,0.0,20.804929733276367,0.0,10000000,0.4259280578057345,0.0,0.0363690975438763,0.0013056973693892,0.6599019765853882
PQ,msmarco,4,10,40,1000000,1000,1000000.0,10000,1024,1024,1,194.233766,32.832803,2.831919,42.380598,0.1929815337061882,0.0,19.29815337061882,0.0,10000000,0.362081072683953,0.0,0.0449606351786309,0.0002961869176942,0.6119115948677063
PQ,msmarco,4,12,48,1000000,1000,1000000.0,10000,1024,4096,1,156.41805,37.88818,1.37155,22.020886,0.2805589586496353,0.0,28.05589586496353,0.0,10000000,0.3300064542288735,0.0,0.0472512099036181,0.003511210437864,0.6345090866088867
PQ,msmarco,8,6,48,1000000,1000,1000000.0,10000,1024,64,2,108.50683599999999,14.112034000000001,1.002431,23.302856000000002,0.26816919445991516,0.03585935003990249,26.816919445991516,3.585935003990248,10000000,0.3962284250658531,0.0,0.0366346622447586,0.0011446684366092,0.5870526432991028
PQ,msmarco,8,8,64,1000000,1000,1000000.0,10000,1024,256,1,119.213442,19.28361,2.250041,24.475506,0.0372897014021873,0.0,3.728970140218735,0.0,10000000,0.3692338125606708,0.0,0.0386763389310913,0.0012634022859856,0.5571596026420593
PQ,msmarco,16,4,64,1000000,1000,1000000.0,10000,1024,16,1,205.627804,19.284349,1.436589,21.458933,0.3902585506439209,0.0,39.02585506439209,0.0,10000000,0.3959012270895733,0.0,0.0346889865092403,0.0032747355289757,0.5885294675827026
PQ,msmarco,8,10,80,1000000,1000,1000000.0,10000,1024,1024,2,151.48943450000002,27.7851375,2.3400119999999998,26.438324,0.35660072788596153,0.006569813867385714,35.66007278859615,0.6569813867385714,10000000,0.3410083960782692,0.0,0.0398132363877926,0.0005039804964326,0.5427036881446838
PQ,msmarco,8,12,96,1000000,1000,1000000.0,10000,1024,4096,3,100.69741933333334,36.776399,1.6252686666666667,14.541481,0.5111230959494909,0.010799138831447577,51.11230959494909,1.0799138831447574,10000000,0.3103970910707935,0.0,0.0418942819282729,0.0001212683200719,0.5671660900115967
PQ,msmarco,16,6,96,1000000,1000,1000000.0,10000,1024,64,1,250.216591,29.25117,2.585877,37.85954,0.4616067409515381,0.0,46.16067409515381,0.0,10000000,0.3583385611379528,0.0,0.0345576607835951,0.0006868551718071,0.5216615796089172
PQ,msmarco,16,8,128,1000000,1000,1000000.0,10000,1024,256,1,178.715816,27.512325,3.453695,23.622295,0.0696570351719856,0.0,6.965703517198563,0.0,10000000,0.3257641170950036,0.0,0.0349361586513473,0.0010655499063432,0.4899696409702301
PQ,msmarco,32,4,128,1000000,1000,1000000.0,10000,1024,16,1,260.073236,27.883031,2.408775,17.605354,0.8374728709459305,0.0,83.74728709459305,0.0,10000000,0.3445672552292287,0.0,0.033218644580548,0.0029654938261955,0.5288131833076477
PQ,msmarco,16,10,160,1000000,1000,1000000.0,10000,1024,1024,1,357.798509,67.253881,8.000727,39.990754,0.6805730313062668,0.0,68.05730313062668,0.0,10000000,0.2951609472098032,0.0,0.034964520440432,0.0023232132662087,0.4642664790153503
PQ,msmarco,16,12,192,1000000,1000,1000000.0,10000,1024,4096,1,289.915582,91.520027,4.250473,19.976795,1.0738380178809166,0.0,107.38380178809166,0.0,10000000,0.2633780131204522,0.0,0.0356144412305133,7.098660717019811e-05,0.4306850731372833
PQ,msmarco,32,6,192,1000000,1000,1000000.0,10000,1024,64,1,388.947376,47.148792,3.942885,31.029023,0.9826429411768912,0.0,98.26429411768912,0.0,10000000,0.2942241114544698,0.0,0.0328321819211568,0.0022407425567507,0.4472693204879761
PQ,msmarco,32,8,256,1000000,1000,1000000.0,10000,1024,256,1,293.228387,36.924187,3.992069,20.050458,0.1289477422833442,0.0,12.894774228334429,0.0,10000000,0.2532184818090928,0.0,0.0325720801315114,0.0007291638758033,0.4101103842258453
PQ,msmarco,64,4,256,1000000,1000,1000000.0,10000,1024,16,1,464.230046,47.358571,4.317064,16.494075,1.5726532861590383,0.0,157.26532861590383,0.0,10000000,0.2655705950647879,0.0,0.0317081372702763,0.0033327690325677,0.412966787815094
PQ,msmarco,32,10,320,1000000,1000,1000000.0,10000,1024,1024,1,530.912136,111.600465,12.541133,40.605955,1.424279287457466,0.0,142.4279287457466,0.0,10000000,0.2185810765562433,0.0,0.0324591381501951,0.0008092126226983,0.3887257575988769
PQ,msmarco,32,12,384,1000000,1000,1000000.0,10000,1024,4096,1,416.108127,159.809056,8.591565,17.671779,2.828104116022587,0.0,282.8104116022587,0.0,10000000,0.1869546861475762,0.0,0.031938898125422,0.0006393264629878,0.3386861681938171
PQ,msmarco,64,6,384,1000000,1000,1000000.0,10000,1024,64,1,654.860827,70.668918,6.641112,28.473654,1.8602654337883,0.0,186.02654337883,0.0,10000000,0.2045629429432118,0.0,0.0314291603293863,0.0035660800058394,0.3506284654140472
PQ,msmarco,64,8,512,1000000,1000,1000000.0,10000,1024,256,1,454.499096,58.126337,4.717874,16.650184,0.3027300834655761,0.0,30.27300834655762,0.0,10000000,0.1596957550248313,0.0,0.0307521429992215,4.115963020012714e-05,0.3012624979019165
PQ,msmarco,128,4,512,1000000,1000,1000000.0,10000,1024,16,1,745.149261,20.447649,0.085762,38.235026,3.01261106133461,0.0,301.261106133461,0.0,10000000,0.1686944311161134,0.0,0.0307160114327162,0.0011321927886456,0.3116688132286072
PQ,msmarco,64,10,640,1000000,1000,1000000.0,10000,1024,1024,1,884.078471,166.956686,20.97272,30.235781,4.123475454747677,0.0,412.3475454747677,0.0,10000000,0.1250014084908133,0.0,0.0288235130001624,0.0,0.2637186348438263
PQ,msmarco,64,12,768,1000000,1000,1000000.0,10000,1024,4096,1,696.949742,286.935209,14.522498,17.155246,6.498748734593391,0.0,649.8748734593391,0.0,10000000,0.0977543334041083,0.0,0.025853942445974,1.086625275092956e-06,0.2301737517118454
PQ,msmarco,128,6,768,1000000,1000,1000000.0,10000,1024,64,1,1175.071039,31.465298,0.119302,25.085453,3.5900242775678635,0.0,359.00242775678635,0.0,10000000,0.1065710419941771,0.0,0.0273683816976334,5.418055479822215e-06,0.2433758229017257
PQ,msmarco,128,8,1024,1000000,1000,1000000.0,10000,1024,256,1,782.050312,116.731076,0.484034,35.495825,0.6631470918655396,0.0,66.31470918655396,0.0,10000000,0.068848705169677,0.0,0.0224208699210892,7.729955768809305e-07,0.1927826553583145
PQ,msmarco,256,4,1024,1000000,1000,1000000.0,10000,1024,16,1,1880.409656,17.936412,0.077764,27.402197,5.836003020405769,0.0,583.6003020405769,0.0,10000000,0.1140765062992339,0.0,0.0246657225301765,7.15728965587914e-05,0.2251337468624115
PQ,msmarco,128,10,1280,1000000,1000,1000000.0,10000,1024,1024,1,1483.860633,276.264371,0.993921,22.53028,5.631687484681606,0.0,563.1687484681606,0.0,10000000,0.046463222527442,0.0,0.0173192908426989,0.0,0.147749975323677
PQ,msmarco,128,12,1536,1000000,1000,1000000.0,10000,1024,4096,1,1165.884691,792.533472,1.967828,14.496747,11.883227534592152,0.0,1188.3227534592152,0.0,10000000,0.0334087674567321,0.0,0.0134732013426214,0.0,0.1136943399906158
PQ,msmarco,256,6,1536,1000000,1000,1000000.0,10000,1024,64,1,1950.870672,29.385978,0.086768,19.853989,6.990708865225315,0.0,699.0708865225315,0.0,10000000,0.0604886590878626,0.0,0.0186040325077885,1.394108721797238e-07,0.1595530956983566
PQ,msmarco,256,8,2048,1000000,1000,1000000.0,10000,1024,256,1,1936.9952,91.860925,0.381636,23.328901,1.509531043469906,0.0,150.9531043469906,0.0,10000000,0.0331067500382137,0.0,0.0134021534690141,0.0,0.1003011986613273
PQ,msmarco,512,4,2048,1000000,1000,1000000.0,10000,1024,16,1,3557.376277,18.789236,0.061356,17.340802,11.39900927245617,0.0,1139.900927245617,0.0,10000000,0.048650695302119,0.0,0.0171022598195562,0.0,0.1341345608234405
PQ,msmarco,256,10,2560,1000000,1000,1000000.0,10000,1024,1024,1,2454.092955,283.589625,1.647501,20.231348,12.03114927560091,0.0,1203.114927560091,0.0,10000000,0.0191413699622577,0.0,0.0094497382377467,0.0,0.0793805494904518
PQ,msmarco,256,12,3072,1000000,1000,1000000.0,10000,1024,4096,1,2195.539207,929.580202,8.619888,34.607629,24.923545219004158,0.0,2492.3545219004154,0.0,10000000,0.0119805573144218,0.0,0.0065998712228816,0.0,0.0537987500429153
PQ,msmarco,512,6,3072,1000000,1000,1000000.0,10000,1024,64,1,3247.239968,26.747099,0.125075,15.05154,14.910506211221218,0.0,1491.0506211221218,0.0,10000000,0.0165296892093618,0.0,0.009103692768088,0.0,0.0727934390306472
PQ,msmarco,512,8,4096,1000000,1000,1000000.0,10000,1024,256,1,3309.001356,97.558351,0.474051,15.40925,4.303046852350235,0.0,430.3046852350235,0.0,10000000,0.0077786488674522,0.0,0.0049635440177106,0.0,0.0411544851958751
PQ,msmarco,1024,4,4096,1000000,1000,1000000.0,10000,1024,16,1,5885.893674,11.08265,0.042435,11.63789,22.179116934537888,0.0,2217.9116934537888,0.0,10000000,0.0122501248089714,0.0,0.0073207407883335,0.0,0.0597032569348812
PQ,msmarco,512,10,5120,1000000,1000,1000000.0,10000,1024,1024,1,3941.129394,319.297001,1.773097,15.023771,37.22322003543377,0.0,3722.322003543377,0.0,10000000,0.0036884482127917,0.0,0.0027136781772281,0.0,0.0280425772070884
PQ,msmarco,512,12,6144,1000000,1000,1000000.0,10000,1024,4096,1,4344.059744,1481.013942,5.825162,15.970523,53.4817733541131,0.0,5348.17733541131,0.0,10000000,0.0018643600614258,0.0,0.0015021822305439,0.0,0.022668806836009
PQ,msmarco,1024,6,6144,1000000,1000,1000000.0,10000,1024,64,1,5033.216688,29.664618,0.162481,14.368964,26.80180136859417,0.0,2680.180136859417,0.0,10000000,0.0042933380767193,0.0,0.0032049366541392,0.0,0.0338074788451194
PQ,msmarco,1024,8,8192,1000000,1000,1000000.0,10000,1024,256,1,5352.728309,98.039592,0.541678,13.449459,9.290288530290129,0.0,929.0288530290128,0.0,10000000,0.001605333350778,0.0,0.0014961668020308,0.0,0.0241246931254863
PQ,msmarco,1024,10,10240,1000000,1000,1000000.0,10000,1024,1024,1,5837.213549,383.966134,2.240127,12.927015,77.52191963791847,0.0,7752.191963791847,0.0,10000000,0.000666317436293,0.0,0.0007688406558332,0.0,0.0167739316821098
PQ,msmarco,1024,12,12288,1000000,1000,1000000.0,10000,1024,4096,1,8231.449553,1554.432855,8.284066,12.687416,109.91409868001938,0.0,10991.409868001938,0.0,10000000,0.0002583327544436,0.0,0.0003899054365648,0.0,0.0116010019555687
