dataset,M,K,setting_id,bits_per_vector,A,B,L,de,dh,metric_type,rel_error_mean,rel_error_std,status,zip_path
msmarco,512,64,0,3072.0,32,64,16.0,384.0,384.0,mse_proxy,0.0150847,,logs_only,/data/cpanourg/2-hdvc/results/qinco2/compressed_qinco_res/msmarco_M_512_K_64.zip
msmarco,64,1024,0,640.0,32,64,16.0,384.0,384.0,mse_proxy,0.196663,,codes_only,/data/cpanourg/2-hdvc/results/qinco2/compressed_qinco_res/msmarco_M_64_K_1024.zip
msmarco,64,16,0,256.0,16,16,16.0,384.0,384.0,mse_proxy,0.379444,,codes_only,/data/cpanourg/2-hdvc/results/qinco2/compressed_qinco_res/msmarco_M_64_K_16.zip
msmarco,64,256,0,512.0,32,64,16.0,384.0,384.0,mse_proxy,0.22269,,codes_only,/data/cpanourg/2-hdvc/results/qinco2/compressed_qinco_res/msmarco_M_64_K_256.zip
msmarco,64,4096,0,768.0,32,64,16.0,384.0,384.0,mse_proxy,0.182899,,codes_only,/data/cpanourg/2-hdvc/results/qinco2/compressed_qinco_res/msmarco_M_64_K_4096.zip
msmarco,64,64,0,384.0,32,64,16.0,384.0,384.0,mse_proxy,0.283498,,codes_only,/data/cpanourg/2-hdvc/results/qinco2/compressed_qinco_res/msmarco_M_64_K_64.zip
msmarco,8,1024,0,80.0,32,64,16.0,384.0,384.0,mse_proxy,0.490632,,codes_only,/data/cpanourg/2-hdvc/results/qinco2/compressed_qinco_res/msmarco_M_8_K_1024.zip
msmarco,8,16,0,32.0,16,16,16.0,384.0,384.0,mse_proxy,0.663825,,codes_only,/data/cpanourg/2-hdvc/results/qinco2/compressed_qinco_res/msmarco_M_8_K_16.zip
msmarco,8,256,0,64.0,32,64,16.0,384.0,384.0,mse_proxy,0.51789,,codes_only,/data/cpanourg/2-hdvc/results/qinco2/compressed_qinco_res/msmarco_M_8_K_256.zip
msmarco,8,256,1,64.0,32,64,,,,mse_proxy,0.649035,,codes_only,/data/cpanourg/2-hdvc/results/qinco2/compressed_qinco_res/msmarco_M_8_K_256.zip
msmarco,8,256,2,64.0,32,64,,,,mse_proxy,0.588898,,codes_only,/data/cpanourg/2-hdvc/results/qinco2/compressed_qinco_res/msmarco_M_8_K_256.zip
msmarco,8,256,3,64.0,32,64,,,,mse_proxy,0.555517,,codes_only,/data/cpanourg/2-hdvc/results/qinco2/compressed_qinco_res/msmarco_M_8_K_256.zip
msmarco,8,256,4,64.0,32,64,,,,mse_proxy,0.541846,,codes_only,/data/cpanourg/2-hdvc/results/qinco2/compressed_qinco_res/msmarco_M_8_K_256.zip
msmarco,8,256,5,64.0,32,64,,,,mse_proxy,0.539654,,codes_only,/data/cpanourg/2-hdvc/results/qinco2/compressed_qinco_res/msmarco_M_8_K_256.zip
msmarco,8,4096,0,96.0,32,64,16.0,384.0,384.0,mse_proxy,0.489811,,codes_only,/data/cpanourg/2-hdvc/results/qinco2/compressed_qinco_res/msmarco_M_8_K_4096.zip
msmarco,8,64,0,48.0,32,64,16.0,384.0,384.0,mse_proxy,0.582066,,codes_only,/data/cpanourg/2-hdvc/results/qinco2/compressed_qinco_res/msmarco_M_8_K_64.zip
